,-26,21,2,ACC,992,2,-36,MAG,-4096,235,251,0.01000,384,0
FastIMU
!GYRO,-33,14,0,ACC,995,1,-48,MAG,-4096,238,252,0.02100,384,1
!GYRO,-27,21,0,ACC,997,0,-45,MAG,-4096,238,252,0.01000,384,0
!GYRO,-23,11,2,ACC,996,4,-42,MAG,-4096,238,252,0.01000,384,0
!GYRO,-26,15,0,ACC,993,2,-54,MAG,-4096,238,252,0.01000,384,0
!GYRO,-23,10,3,ACC,994,-1,-34,MAG,-4096,238,252,0.01000,384,1
!GYRO,-26,15,2,ACC,996,1,-26,MAG,-4096,238,252,0.01000,384,0
!GYRO,-21,14,0,ACC,994,0,-33,MAG,-4096,238,252,0.01000,384,0
!GYRO,-24,11,0,ACC,985,-2,-44,MAG,-4096,238,252,0.01000,384,0
!GYRO,-27,14,0,ACC,996,5,-30,MAG,-4096,238,252,0.01000,384,0
!GYRO,-23,9,-3,ACC,992,4,-34,MAG,-4096,238,252,0.01000,384,0
!GYRO,-23,19,-1,ACC,990,4,-41,MAG,-4096,238,252,0.01000,384,0
!GYRO,-23,10,4,ACC,992,6,-43,MAG,-4096,237,251,0.01100,384,0
!GYRO,-29,16,3,ACC,990,6,-37,MAG,-4096,237,251,0.01000,384,0
!GYRO,-20,8,0,ACC,990,5,-39,MAG,-4096,237,251,0.01000,384,0
!GYRO,-18,11,2,ACC,994,8,-40,MAG,-4096,237,251,0.01000,384,0
!GYRO,-22,12,-1,ACC,998,5,-42,MAG,-4096,237,251,0.01000,384,1
!GYRO,-22,12,-4,ACC,996,4,-39,MAG,-4096,237,251,0.01000,384,0
!GYRO,-20,14,1,ACC,996,4,-39,MAG,-4096,237,251,0.01000,384,0
!GYRO,-25,12,4,ACC,999,4,-35,MAG,-4096,237,251,0.01000,384,0
!GYRO,-29,18,4,ACC,995,3,-46,MAG,-4096,237,251,0.01000,384,0
!GYRO,-29,18,-252,ACC,997,0,-32,MAG,-4096,237,251,0.01000,384,0
!GYRO,-25,16,-2,ACC,1000,2,-30,MAG,-4096,237,251,0.01000,384,0
!GYRO,-24,18,1,ACC,996,-2,-46,MAG,-4096,237,249,0.01000,384,0
!GYRO,-22,10,-1,ACC,996,1,-29,MAG,-4096,237,249,0.01000,384,0
!GYRO,-23,10,1,ACC,996,1,-29,MAG,-4096,237,249,0.01000,384,0
!GYRO,-20,8,-7,ACC,992,5,-34,MAG,-4096,237,249,0.01000,384,0
!GYRO,-24,13,0,ACC,992,3,-39,MAG,-4096,237,249,0.01000,384,1
!GYRO,-26,10,0,ACC,995,5,-33,MAG,-4096,237,249,0.01000,384,0
!GYRO,-24,14,-1,ACC,994,3,-39,MAG,-4096,237,249,0.01000,384,0
!GYRO,-23,13,-2,ACC,995,5,-42,MAG,-4096,237,249,0.01000,384,0
!GYRO,-17,6,0,ACC,995,5,-39,MAG,-4096,237,249,0.01000,384,0
!GYRO,-14,6,-3,ACC,991,2,-35,MAG,-4096,237,249,0.01000,384,0
!GYRO,-22,10,-2,ACC,991,3,-39,MAG,-4096,237,249,0.01000,384,0
!GYRO,-28,14,1,ACC,992,3,-42,MAG,-4096,237,251,0.01000,384,0
!GYRO,-15,12,5,ACC,993,3,-38,MAG,-4096,237,251,0.01000,384,0
!GYRO,-17,9,6,ACC,992,2,-38,MAG,-4096,237,251,0.01000,384,0
!GYRO,-22,13,3,ACC,994,4,-38,MAG,-4096,237,251,0.01000,384,0
!GYRO,-23,14,-2,ACC,992,5,-32,MAG,-4096,237,251,0.01000,384,1
!GYRO,-28,24,1,ACC,997,7,-40,MAG,-4096,237,251,0.01000,384,0
